0.17128,-0.0035605,-0.024923,0.27482,0.30584,0.10012,0.018081,0.13578
0.29677,0.10375,-0.06417,0.23699,0.31061,-0.0096772,0.121,0.34155
0.31062,-0.12077,0.1455,0.14835,-0.026821,0.12718,0.095945,-0.14848
-0.074286,-0.0092085,-0.040179,0.098614,0.19392,-0.20206,-0.12828,0.13747
0.051063,0.20995,-0.088079,0.18775,0.19334,0.064802,0.13304,0.13755
0.33309,0.065445,0.22948,0.31473,0.053051,0.040413,-0.095855,0.21537
0.20656,-0.10897,-0.078871,-0.028375,0.0045285,-0.10687,0.066025,0.099766
0.066034,0.0882,0.084996,0.12793,0.19044,0.079051,0.21622,0.15145
-0.07554,0.014486,-0.0088435,0.14334,-0.11697,-0.18045,0.046106,0.012737
0.010868,0.042956,0.2071,0.07183,0.1663,0.016252,0.18596,0.21841
0.065557,0.17378,0.058964,0.189,0.01151,-0.24699,0.27274,0.21088
0.18124,-0.039094,-0.13774,0.28621,0.19338,0.07997,0.3539,0.032907
