0.37344,0.19232,0.34068,0.03851,0.32235,-0.10612,0.02482,0.017322,0.034759,-0.09286,0.061094,0.14,0.18888,0.13414,-0.020292,0.11208
0.27999,0.22911,0.076584,-0.18959,-0.040098,-0.017831,-0.073517,-0.06925,0.066235,0.046738,0.27732,0.12053,-0.011747,-0.029789,0.20615,-0.076815
0.10171,-0.050752,-0.074007,-0.034689,-0.10575,-0.11306,0.23283,0.12906,-0.13207,-0.11061,-0.084849,0.2026,-0.15081,-0.007084,0.030492,-0.14649
-0.017326,-0.036706,0.25901,0.18983,0.18313,0.14108,-0.032809,-0.18804,0.16136,-0.22034,-0.046006,0.094732,0.21245,-0.001662,0.048902,-0.19118
0.20356,0.1348,-0.11109,0.00342,0.19904,-0.047026,0.042223,0.17094,-0.064137,-0.2355,-0.2015,0.0081343,0.024454,0.15253,0.17958,-0.040862
0.071308,-0.088074,0.071723,-0.040893,-0.064226,-0.060024,0.0016648,-0.070855,-0.087944,0.072415,-0.13238,-0.1865,0.12553,0.19203,-0.068031,-0.019715
0.048618,0.10333,0.10285,0.19755,0.19903,-0.17872,0.16338,-0.025986,0.058154,0.17447,0.23842,0.13348,-0.2946,0.062871,-0.028091,0.17934
0.098691,0.20844,-0.00098108,-0.096532,0.24068,0.15157,0.077728,0.16736,-0.10049,-0.012833,-0.061502,0.032047,0.063252,0.065022,0.06407,-0.015493
0.010884,0.063121,0.19769,0.023182,-0.21602,0.02145,-0.080475,-0.028389,-0.06509,-0.074916,0.0040106,0.0093489,0.065873,-0.069496,0.14365,0.031053
0.33583,-0.04023,0.16344,-0.039406,0.24931,-0.12612,-0.029381,-0.1711,-0.20175,-0.05825,-0.014071,0.11883,-0.018678,-0.17957,0.055765,0.2047
0.11918,0.1024,-0.00083114,-0.051764,-0.065378,-0.10234,0.0048446,-0.01788,-0.059374,0.028621,0.16141,0.1102,0.06584,0.028407,0.10796,0.043783
0.28788,-0.027102,0.2712,0.14266,0.15516,-0.034278,0.16225,0.14254,0.25463,-0.096171,0.17415,-0.094215,0.02713,-0.089333,0.0057192,0.083479
0.025994,0.25086,0.020569,-0.12258,0.052494,0.25548,0.054981,-0.072894,0.042382,0.03299,0.125,0.044986,-0.037066,0.13436,-0.11581,0.03493
0.0089938,0.15912,0.073516,0.19968,0.1431,0.087103,0.14472,0.17155,0.10459,-0.028659,0.12365,0.1113,0.27938,0.07846,0.12377,0.0266
0.28947,-0.024765,0.018533,0.11863,-0.016872,0.0036041,-0.002892,0.08243,-0.089551,-0.20692,0.26778,-0.033282,-0.058213,-0.083533,0.16894,0.12809
0.4663,0.236,0.15015,-0.068274,0.10575,0.1067,0.1001,-0.044882,-0.060322,-0.083098,0.047035,-0.046248,-0.12713,0.12695,0.11939,-0.023693
0.11389,0.092856,0.17916,0.072621,0.095285,0.25763,0.044033,-0.25178,0.16774,-0.21387,0.23142,0.027688,0.026057,-0.072611,0.21764,0.30077
0.26273,-0.11328,0.12881,0.054591,-0.097524,0.0067087,0.10365,0.188,0.091472,0.13153,0.11101,0.0627,-0.20441,0.24156,0.14673,-0.06107
0.021242,0.24272,-0.0043425,-0.20963,-0.087815,0.057866,-0.055634,-0.046904,-0.080626,-0.2219,0.041695,0.15726,0.021021,-0.071008,0.11625,0.044963
