0.086205,-0.049983,0.072933,0.19791,-0.14281,-0.25429,-0.056191,-0.082968,0.1175,-0.29973,0.18399,0.25081,-0.097006,-0.080063,-0.12841,-0.027042
-0.02238,0.21273,0.12126,0.063919,0.10111,-0.00080606,-0.04584,0.044367,0.17536,-0.17742,0.042739,0.17825,-0.16616,0.13333,0.00043572,-0.27244
-0.11847,0.079472,0.21119,-0.030592,0.20472,0.046744,0.011315,-0.015331,-0.064444,0.12665,0.038801,0.2823,-0.1057,0.022582,0.13204,-0.22674
-0.0034089,0.23315,0.036293,-0.1323,0.026057,0.15798,0.16235,-0.12432,0.083614,-0.093125,-0.01079,0.14251,0.041079,-0.031776,0.13057,0.1414
0.15733,0.21739,-0.042141,-0.065108,0.066739,-0.045736,-0.050792,0.015821,0.11602,-0.036448,0.12054,-0.15761,0.12601,-0.11309,-0.021815,0.00056509
0.0017742,0.15698,-0.14195,-0.23141,0.0144,-0.20198,-0.21091,-0.071316,-0.007963,0.13833,0.18021,0.26485,-0.081318,-0.01502,0.03457,-0.11316
0.22914,0.17201,-0.082053,0.00053122,-0.0067608,0.05234,0.0066685,0.31728,0.059248,0.15254,-0.11904,0.18103,-0.022878,0.044701,-0.1301,-0.074588
0.0019287,-0.10099,0.053033,0.029167,0.22071,-0.10778,-0.09217,-0.089222,-0.083867,-0.17003,0.08982,-0.14889,-0.12638,-0.048756,-0.024844,0.077662
0.016951,0.13145,0.059251,-0.033299,-0.0078465,-0.010285,-0.037665,-0.029393,0.0073941,0.21387,-0.13881,0.081065,0.02613,0.24955,-0.096402,0.081423
-0.0023276,0.084134,0.1798,-0.19039,0.12014,-0.11082,0.13578,0.091185,-0.097075,0.062831,-0.0070384,0.23129,0.0079165,-0.1108,-0.17892,0.1048
0.0053803,0.36768,-0.068922,-0.098005,0.09687,-0.10107,-0.14227,-0.16719,0.069722,0.0624,-0.17938,-0.17291,-0.04498,0.16561,0.035411,0.030344
-0.048415,-0.042802,0.22914,0.12224,0.22992,0.062528,0.058036,0.25307,0.016931,-0.015759,-0.052169,0.33735,0.027053,-0.21173,0.15491,0.0071176
0.09851,0.13664,0.076915,-0.19732,-0.068788,-0.022951,-0.09144,0.16351,0.047483,0.10875,0.13748,0.1526,-0.082817,0.049191,0.16264,-0.20328
0.03017,-0.038156,-0.08671,0.10153,-0.13214,-0.13238,-0.024582,-0.15809,-0.10139,0.04302,0.048294,-0.047339,-0.22017,0.04128,0.15468,0.028634
-0.021277,0.043791,0.12661,0.0036377,-0.14052,0.027009,0.11983,0.031675,-0.040905,0.050871,0.12632,0.057295,-0.12226,0.2697,0.16776,0.10793
0.043106,0.073467,0.069723,0.12906,0.038261,0.039237,-0.10173,0.0091543,-0.2712,-0.1145,0.1545,0.11992,-0.023987,-0.14164,0.017169,0.15939
0.040195,0.14716,0.033365,0.1174,-0.14985,0.1261,0.19818,0.060471,0.10425,-0.10936,0.22226,-0.090868,-0.095032,0.0087639,0.044949,0.048419
-0.039795,0.03222,0.037215,-0.10353,0.048557,0.089305,-0.023957,0.13906,0.13804,0.12571,-0.23868,-0.037579,-0.067217,0.06598,-0.0012144,-0.0063787
0.22446,0.30135,-0.080478,-0.027445,-0.15114,0.02646,-0.13596,0.1603,-0.10252,0.21474,-0.11139,-0.099341,-0.039244,0.0080117,-0.038926,-0.0025834
